Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre,Ciudad Origen,Pais Origen,Destino,Nombre,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg)
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,R,105.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,R,19.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,13142.00,686.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,R,58.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,R,119.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,R,31.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,MVD,CARRASCO,MONTEVIDEO,URUGUAY,I,R,16.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,R,5491.00,8202.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,R,588.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,R,70.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,R,19.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,RCH,ALMIRANTE PADILLA,RIOHACHA,COLOMBIA,N,R,1.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,R,7.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,R,63.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,R,25.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,R,43.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,R,15.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,R,48.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,N,R,3.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,R,17.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,4125.00,52831.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,R,30.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,ASU,SILVIO PETTIROSSI INTL,ASUNCION,PARAGUAY,I,R,33.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,I,R,11.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,R,83.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,R,86.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,R,12.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,R,136.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,13037.00,8255.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,R,395.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,R,72.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,R,82.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,R,12.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,R,4.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,EZE,MINISTRO PISTARINI,EZEIZA,ARGENTINA,I,R,35.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,R,2.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,R,27.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,R,10.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,R,87.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,R,225.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,I,R,1.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,R,24.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,R,10.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,R,21.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,R,4.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,R,152.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,LPB,EL ALTO INTERNACIONAL,LA PAZ,BOLIVIA,I,R,64.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,R,47.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,R,17.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,773.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,R,36.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,R,66.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,R,46.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,MVD,CARRASCO,MONTEVIDEO,URUGUAY,I,R,2.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,R,273.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,R,89.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,R,131.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,R,22.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,RCH,ALMIRANTE PADILLA,RIOHACHA,COLOMBIA,N,R,2.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,R,47.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,R,251.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,R,62.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,R,5.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,R,13.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,R,6.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,R,65.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,R,9.00,0.00
AVA,AVIANCA,7/1/2022 0:00,2022,7,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,R,3218.00,873.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,9756.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,N,R,4.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,N,R,13.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,R,35.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,N,R,38.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,IBE,PERALES,IBAGUE,COLOMBIA,N,R,1.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,R,12.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,NVA,NEIVA - BENITO SALAS,NEIVA,COLOMBIA,N,R,20.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,AXM,EL EDEN,ARMENIA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,R,18.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,R,8011.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,N,R,3221.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,N,R,3177.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,A,62.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,R,2241.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,N,A,60.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,N,R,1387.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IBE,PERALES,IBAGUE,COLOMBIA,N,A,78.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IBE,PERALES,IBAGUE,COLOMBIA,N,R,3898.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NVA,NEIVA - BENITO SALAS,NEIVA,COLOMBIA,N,R,5241.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PPN,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,N,R,2621.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,R,1216.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,R,3.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,3854.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,R,1.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,NVA,NEIVA - BENITO SALAS,NEIVA,COLOMBIA,N,R,19.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,PPN,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,N,R,1.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,R,13.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,3574.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,N,R,6.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,R,9.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,N,R,1.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,IBE,PERALES,IBAGUE,COLOMBIA,N,R,3.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,NVA,NEIVA - BENITO SALAS,NEIVA,COLOMBIA,N,R,12.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,PPN,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,N,R,1.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,R,39.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EYP,EL YOPAL,EL YOPAL,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,R,18.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EYP,EL YOPAL,EL YOPAL,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,3067.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EYP,EL YOPAL,EL YOPAL,COLOMBIA,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,N,R,4.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EYP,EL YOPAL,EL YOPAL,COLOMBIA,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,N,R,1.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EYP,EL YOPAL,EL YOPAL,COLOMBIA,IBE,PERALES,IBAGUE,COLOMBIA,N,R,2.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,EYP,EL YOPAL,EL YOPAL,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,R,2.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,R,27.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,1798.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,R,3.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,IBE,PERALES,IBAGUE,COLOMBIA,N,R,19.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,NVA,NEIVA - BENITO SALAS,NEIVA,COLOMBIA,N,R,3.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,R,1.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,IBE,PERALES,IBAGUE,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,R,5.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,IBE,PERALES,IBAGUE,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,R,6159.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,IBE,PERALES,IBAGUE,COLOMBIA,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,N,R,3.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,IBE,PERALES,IBAGUE,COLOMBIA,EJA,BARRANCABERMEJA-YARIGUIES,BARRANCABERMEJA,COLOMBIA,N,R,3.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,IBE,PERALES,IBAGUE,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,R,8.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,IBE,PERALES,IBAGUE,COLOMBIA,FLA,GUSTAVO ARTUNDUAGA PAREDES,FLORENCIA,COLOMBIA,N,R,17.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,IBE,PERALES,IBAGUE,COLOMBIA,PPN,GUILLERMO LEON VALENCIA,POPAYAN,COLOMBIA,N,R,1.00,0.00
AVR,AVIANCA EXPRESS,7/1/2022 0:00,2022,7,IBE,PERALES,IBAGUE,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,R,16.00,0.00
