Sigla Empresa,Nombre,Fecha,Año,Número de Mes,Origen,Nombre,Ciudad Origen,Pais Origen,Destino,Nombre,Ciudad Destino,Pais Destino,Tráfico (N/I),Tipo Vuelo,Pasajeros,Carga + Correo (Kg)
1AE,AERO APOYO,7/1/2022 0:00,2022,7,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,CRU,CARURU,CARURU,COLOMBIA,N,T,20.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,LCH,LA CHORRERA - VIRGILIO BARCO VARGAS,LA CHORRERA,COLOMBIA,N,T,12.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,MFS,MIRAFLORES,MIRAFLORES - GUAVIARE,COLOMBIA,N,T,69.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,9.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,SRO,SANTA ROSALIA,SANTA ROSALIA,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,T,0.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,SRO,SANTA ROSALIA,SANTA ROSALIA,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,3.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,TAP,TARAPACA,LETICIA,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,T,2.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,TAP,TARAPACA,LETICIA,COLOMBIA,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,N,T,0.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,TAP,TARAPACA,LETICIA,COLOMBIA,PCA,PACOA,PACOA,COLOMBIA,N,T,3.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,TME,TAME,TAME,COLOMBIA,AUC,ARAUCA - SANTIAGO PEREZ QUIROZ,ARAUCA - MUNICIPIO,COLOMBIA,N,T,2.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,7IV,AKAE,LA PRIMAVERA,COLOMBIA,N,T,5.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,T,0.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PCR,GERMAN OLANO,PUERTO CARRENO,COLOMBIA,N,T,5.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,5.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,N,T,10.00,0.00
1AE,AERO APOYO,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,SRO,SANTA ROSALIA,SANTA ROSALIA,COLOMBIA,N,T,3.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,A01,CAMPO ALEGRE,INIRIDA,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,A07,MORICHAL VIEJO,SAN JOSE DEL GUAVIARE,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,A09,PUNTA TIGRE,PUERTO INIRIDA,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,CRU,CARURU,CARURU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,1.00,45.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MBQ,BOCOA QUERARI,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,1.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MFR,MONFORT,MITU,COLOMBIA,MTS,TERESITA,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MFR,MONFORT,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MIT,WACARICUARA,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MKA,KAMANAOS,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MPI,PIRACUARA,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,1.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MSO,SONAÑA,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MTI,TIQUIE,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MTN,BUENOS AIRES - VAUPES,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MTS,TERESITA,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,20.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MUR,TAPURUCUARA,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,5.00,10.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,A01,CAMPO ALEGRE,INIRIDA,COLOMBIA,N,T,0.00,340.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,A07,MORICHAL VIEJO,SAN JOSE DEL GUAVIARE,COLOMBIA,N,T,1.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,A09,PUNTA TIGRE,PUERTO INIRIDA,COLOMBIA,N,T,3.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,CRU,CARURU,CARURU,COLOMBIA,N,T,5.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MBQ,BOCOA QUERARI,MITU,COLOMBIA,N,T,2.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MFR,MONFORT,MITU,COLOMBIA,N,T,13.00,75.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MIT,WACARICUARA,MITU,COLOMBIA,N,T,5.00,152.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MKA,KAMANAOS,MITU,COLOMBIA,N,T,3.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MPI,PIRACUARA,MITU,COLOMBIA,N,T,10.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MSO,SONAÑA,MITU,COLOMBIA,N,T,0.00,70.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MTI,TIQUIE,MITU,COLOMBIA,N,T,11.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MTN,BUENOS AIRES - VAUPES,MITU,COLOMBIA,N,T,4.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MUR,TAPURUCUARA,MITU,COLOMBIA,N,T,13.00,514.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,6.00,60.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MWY,WASAY,MITU,COLOMBIA,N,T,2.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,MYY,YAVARATE,MITU,COLOMBIA,N,T,4.00,111.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,15.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MVP,MITU,MITU,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MWY,WASAY,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,MYY,YAVARATE,MITU,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,1.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,TAR,TARAIRA,TARAIRA,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,6.00,60.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,TAR,TARAIRA,TARAIRA,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,0.00,0.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,MVP,MITU,MITU,COLOMBIA,N,T,1.00,30.00
1AS,AEROMENEGUA,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0.00,30.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,9DI,SAN FELIPE,SAN FELIPE,COLOMBIA,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,N,T,16.00,4500.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,N,T,8.00,2375.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,PCE,CUMARIBO,PUERTO CARRENO,COLOMBIA,N,T,32.00,3895.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,N,T,15.00,1575.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,53.00,5940.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,9DI,SAN FELIPE,SAN FELIPE,COLOMBIA,N,T,24.00,5350.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,IDA,CESAR GAVIRIA TRUJILLO,PUERTO INIRIDA,COLOMBIA,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,N,T,11.00,4425.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,LEV,LA GAVIOTA - VICHADA,LA GAVIOTA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0.00,0.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,22.00,14750.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,LPR,EL CIMARRON,LA PRIMAVERA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,5.00,45.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,PCE,CUMARIBO,PUERTO CARRENO,COLOMBIA,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,N,T,14.00,379.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,PCE,CUMARIBO,PUERTO CARRENO,COLOMBIA,PCR,GERMAN OLANO,PUERTO CARRENO,COLOMBIA,N,T,5.00,440.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,PCE,CUMARIBO,PUERTO CARRENO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,44.00,4395.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,PCR,GERMAN OLANO,PUERTO CARRENO,COLOMBIA,PCE,CUMARIBO,PUERTO CARRENO,COLOMBIA,N,T,8.00,230.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,1.00,7275.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0.00,1575.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,TAR,TARAIRA,TARAIRA,COLOMBIA,LPD,LA PEDRERA,LA PEDRERA,COLOMBIA,N,T,13.00,9550.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,TAR,TARAIRA,TARAIRA,COLOMBIA,SJE,SAN JOSE DEL GUAVIARE- JORGE E GONZ,SAN JOSE DEL GUAVIARE,COLOMBIA,N,T,7.00,5675.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,TAR,TARAIRA,TARAIRA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,5.00,4425.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,N,T,123.00,4118.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,LEV,LA GAVIOTA - VICHADA,LA GAVIOTA,COLOMBIA,N,T,4.00,0.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,LPR,EL CIMARRON,LA PRIMAVERA,COLOMBIA,N,T,3.00,23.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,PCE,CUMARIBO,PUERTO CARRENO,COLOMBIA,N,T,30.00,418.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,TAR,TARAIRA,TARAIRA,COLOMBIA,N,T,19.00,3510.00
1BB,ALLAS S.A.S,7/1/2022 0:00,2022,7,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0.00,600.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,T,15.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,T,4.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,7.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,14.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,9.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,5.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,T,8.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,GUA,LA AURORA,GUATEMALA,GUATEMALA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,T,4.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,GUA,LA AURORA,GUATEMALA,GUATEMALA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,T,8.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,T,0.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,T,9.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,T,10.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,T,9.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,T,9.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,T,0.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,T,7.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,T,10.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,T,7.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,T,8.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,T,0.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,CZU,COROZAL - LAS BRUJAS,COROZAL,COLOMBIA,N,T,0.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,0.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,T,7.00,0.00
1BC,INTEREJECUTIVA,7/1/2022 0:00,2022,7,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,T,8.00,0.00
1BP,ALPES S.A.S,7/1/2022 0:00,2022,7,9CI,LA CAIMANA,PAZ DE ARIPORO,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,T,5.00,0.00
1BP,ALPES S.A.S,7/1/2022 0:00,2022,7,EYP,EL YOPAL,EL YOPAL,COLOMBIA,9CI,LA CAIMANA,PAZ DE ARIPORO,COLOMBIA,N,T,5.00,5.00
1BP,ALPES S.A.S,7/1/2022 0:00,2022,7,EYP,EL YOPAL,EL YOPAL,COLOMBIA,PGM,PUERTO GAITAN,PUERTO GAITAN,COLOMBIA,N,T,0.00,50.00
1BP,ALPES S.A.S,7/1/2022 0:00,2022,7,PGM,PUERTO GAITAN,PUERTO GAITAN,COLOMBIA,EYP,EL YOPAL,EL YOPAL,COLOMBIA,N,T,2.00,0.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7GH,LA VENTUROSA,PUERTO CARRENO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,1.00,20.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,BMG,BARRANCO MINAS,GUAINIA (BARRANCO MINAS),COLOMBIA,N,T,0.00,10.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,PCE,CUMARIBO,PUERTO CARRENO,COLOMBIA,N,T,0.00,10.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,0.00,50.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7GS,EL ENCANTO,CUMARIBO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,1.00,110.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7HB,HOTEL SAN DIEGO,PUERTO GAITAN,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,2.00,50.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7HD,BOSQUES DE LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,PCR,GERMAN OLANO,PUERTO CARRENO,COLOMBIA,N,T,1.00,60.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7HM,LLANO CAUCHO,CUMARIBO,COLOMBIA,PGM,PUERTO GAITAN,PUERTO GAITAN,COLOMBIA,N,T,1.00,10.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7HM,LLANO CAUCHO,CUMARIBO,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,0.00,10.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7HM,LLANO CAUCHO,CUMARIBO,COLOMBIA,SRO,SANTA ROSALIA,SANTA ROSALIA,COLOMBIA,N,T,0.00,70.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7IK,LA PAMELA,SANTA ROSALIA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0.00,10.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7IV,AKAE,LA PRIMAVERA,COLOMBIA,PCE,CUMARIBO,PUERTO CARRENO,COLOMBIA,N,T,0.00,50.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,7IV,AKAE,LA PRIMAVERA,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0.00,10.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,9DE,LUNA PARK,LA PRIMAVERA,COLOMBIA,PIM,LA PRIMAVERA,LA PRIMAVERA,COLOMBIA,N,T,4.00,100.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,9DE,LUNA PARK,LA PRIMAVERA,COLOMBIA,SRO,SANTA ROSALIA,SANTA ROSALIA,COLOMBIA,N,T,2.00,50.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,9DI,SAN FELIPE,SAN FELIPE,COLOMBIA,9LQ,LA PONDEROSA,PUERTO GAITAN,COLOMBIA,N,T,0.00,50.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,9LQ,LA PONDEROSA,PUERTO GAITAN,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,0.00,50.00
1BR,AEROLINEAS LLANERAS ARALL LTDA.,7/1/2022 0:00,2022,7,9MQ,EL RASTRO,CUMARIBO,COLOMBIA,VVC,VANGUARDIA,VILLAVICENCIO,COLOMBIA,N,T,5.00,50.00
